ord,n,m,all_data,a,find_counterfactual_set,select_optimal_pairs,improved_counterfactual,time,equal_r1_r2,equal_r1_r3,equal_r2_r3
59,21,6,"[([86], 0.004560150042900446), ([77], 0.001290867611631123), ([30], 0.0002096252729206444), ([14], 0.002889532674037764), ([43], 0.0009556729485536925), ([69], 0.00452203528120604), ([6], 0.0011927316098186847), ([15], 0.001648946955253936), ([20], 0.0033203684075542956), ([95], 0.0012106244181593578), ([96], 0.0032615990877692493), ([62], 0.003498905310995175), ([52], 9.29089798793548e-05), ([78], 0.0004232648596743865), ([16], 0.0007110807942923914), ([75], 0.003564362981374285), ([88], 0.001038625018262207), ([84], 0.001677437721806424), ([93], 0.0026939918585954714), ([83], 0.0001490923850858195), ([53], 0.003085803026891626)]",0.016707826361722408,"[86, 69, 75, 62, 20]","[86, 69, 96, 84, 93]",[],"[3.910064697265625e-05, 6.950932264328003, 0.00016307830810546875]",TRUE,FALSE,FALSE
59,22,7,"[([58], 0.0020569786847627), ([69], 0.0004747500747839084), ([40], 0.004659694534142005), ([46], 0.00323838759144868), ([37], 0.004655917272891032), ([28], 0.003938289176539801), ([53], 0.0029495102090757418), ([23], 0.004617808302811585), ([22, 37], 0.007151309899066243), ([91, 22, 37], 0.008931567009468074), ([83, 91, 22, 37], 0.011994061834652986)]",0.036309990146290216,[],[],[],"[0.00017571449279785156, 0.0010895729064941406, 5.7697296142578125e-05]",TRUE,TRUE,TRUE
59,24,8,"[([1], 0.004569831476364219), ([95], 0.004705591908062285), ([26], 0.0024626401021315353), ([51], 0.001585273100188776), ([82], 0.0008851876976713252), ([68], 0.0049529085167839175), ([22], 0.004145887376529538), ([58], 0.0026473855433809877), ([4], 0.003467456127491776), ([52], 0.003891575245679189), ([9, 68], 0.008739074216469661), ([75, 4], 0.0060999834100955806), ([40, 22], 0.006297413324424736), ([39, 58], 0.003407999466001748), ([11, 95], 0.005022376894949412), ([64, 51], 0.004950659919777121), ([28, 52], 0.006792959136643241), ([85, 26], 0.003510736447552088), ([66, 82], 0.0052961665041858785), ([73, 1], 0.007121100879109798), ([12, 64, 51], 0.009269631219377515), ([37, 39, 58], 0.0073568250624028875), ([80, 11, 95], 0.008294020147192788), ([27, 66, 82], 0.008762527838787653)]",0.012645839672009341,"[68, 95, 1]","[1, 95, 4]","[9, 12, 68]","[3.62396240234375e-05, 0.644970178604126, 0.00020170211791992188]",TRUE,TRUE,TRUE
59,25,9,"[([74], 0.002445879020572987), ([99], 0.004180245041738111), ([6], 0.004202722449366355), ([100], 0.003820637601447768), ([10], 0.0029002089964578234), ([26], 0.0027436430209439545), ([56], 0.003274456528058832), ([55], 0.0047185305489123325), ([59], 0.004724559675806496), ([17], 0.0038670590541347973), ([32], 0.004126542685738364), ([70], 0.0023459810628345392), ([28], 0.00230159175155701), ([82], 0.004425345250363113), ([38], 0.0011817297050830118), ([65], 4.87631882245293e-05), ([94], 0.0038757817244718137), ([42, 70], 0.006096885323555252), ([12, 38], 0.003709800569326458), ([91, 17], 0.005236089143858972), ([36, 6], 0.008339574651085317), ([1, 42, 70], 0.010338757390784662), ([77, 12, 38], 0.0064079305419757066), ([23, 91, 17], 0.008690742281941706), ([24, 36, 6], 0.011951484684588202)]",0.009019367557074814,"[59, 55]","[55, 82]",[],"[3.266334533691406e-05, 8.363938808441162, 0.00023984909057617188]",TRUE,FALSE,FALSE
59,22,10,"[([64], 0.0017225976815069583), ([26], 0.0005294036363297633), ([49], 0.003518200889140615), ([48], 0.0033037444907826176), ([36], 0.003106095011083381), ([20], 0.001952622676925621), ([61], 0.0003900925381367493), ([85], 0.002715079521714667), ([1], 0.004638893379795425), ([95], 0.0033759684337316027), ([10], 0.0008571062493311799), ([88], 0.0038115436240498853), ([79], 0.003955797501292595), ([38], 0.002186792732325846), ([17], 0.0009806903621643436), ([66], 0.0021243930505082964), ([93], 0.0016019282804263357), ([34], 0.0005174051548253295), ([45], 0.003639265648089063), ([72], 0.0023657574609266636), ([89], 0.004048205237684895), ([99, 26], 0.002536844901613094)]",0.009166346612047387,"[1, 89, 79]","[49, 93, 89]",[],"[5.7220458984375e-05, 10.818675756454468, 0.00016450881958007812]",TRUE,FALSE,FALSE
59,20,11,"[([53], 0.0025089050212559675), ([49], 0.004510780088449926), ([50], 0.00358058323660975), ([56], 0.004542005979159218), ([67], 0.0006478472677992986), ([93], 0.004653649909619681), ([60], 0.0038118670270421645), ([99], 0.0031699535897460815), ([26], 0.0024688721346954336), ([17], 0.0026901120381486675), ([52, 53], 0.004626211024652404), ([51, 17], 0.00756462545844242), ([40, 99], 0.007666815215776841), ([43, 50], 0.004366328730668314), ([85, 60], 0.008416953530969731), ([57, 49], 0.008054994019737154), ([39, 26], 0.005994367774364176), ([94, 57, 49], 0.012333169270999617), ([87, 52, 53], 0.008892776476746796), ([19, 51, 17], 0.00860089254635528)]",0.03762832156906181,"[93, 56, 85, 60, 94, 57, 49, 87, 52, 53]","[56, 93, 60, 52, 53, 40, 99, 94, 57, 49]",[],"[0.0001766681671142578, 0.1175539493560791, 0.00015282630920410156]",TRUE,FALSE,FALSE
59,23,12,"[([63], 0.002059762900322513), ([59], 0.003682792393708946), ([42], 0.001321864422943948), ([83], 0.0006443626341387682), ([88], 0.0014856201908400508), ([80], 0.0022108651884990282), ([11], 0.0025550009264993234), ([54], 0.004793416096149188), ([30], 0.0027738494194611153), ([46], 0.0003085294344308404), ([69], 0.0012792925472285145), ([90], 0.0039754693575206786), ([45], 0.0030686157221280026), ([73], 8.09891150551712e-05), ([44], 0.000432337474731343), ([74], 0.0015785392944480691), ([79], 0.0014207333905979025), ([95], 0.003162749875558434), ([71], 0.0023326047459168997), ([100], 0.0016816971150916849), ([17], 0.0049766867955105725), ([91, 11], 0.0030925644595255907), ([9, 91, 11], 0.007882670951973559)]",0.009612253368428749,"[17, 54]","[54, 17]","[17, 54]","[3.2901763916015625e-05, 13.968791007995605, 0.00018024444580078125]",TRUE,TRUE,TRUE
59,23,13,"[([65], 0.004903411101049638), ([74, 65], 0.005709557888807343), ([86, 74, 65], 0.007971183684271537), ([84, 86, 74, 65], 0.008175847506147693), ([29, 84, 86, 74, 65], 0.012256515313608541), ([26, 29, 84, 86, 74, 65], 0.015769168039155835)]",0.03497684508181135,[],[],[],"[0.00012254714965820312, 1.8596649169921875e-05, 3.1948089599609375e-05]",TRUE,TRUE,TRUE
59,21,14,"[([92], 0.002705801376734231), ([60], 0.0003778604183331119), ([79], 0.0001892191139698141), ([49], 0.004942829281666453), ([50], 0.001918972976175124), ([73], 0.0029688456641770765), ([66], 0.003970221579501692), ([69], 0.003106369502717245), ([80], 0.001775414839515259), ([70], 0.0039583692370150055), ([61], 0.00257523648159115), ([75], 0.003606761707791337), ([71], 0.004746457946828468), ([95], 0.0029265913983436975), ([14], 0.001257707542170657), ([54], 0.0037230960749380223), ([48], 0.0003971275204699604), ([6], 0.0007541922608693874), ([91, 60], 0.0025658461966747213), ([62, 54], 0.008244734846119147), ([29, 91, 60], 0.005076380347897478)]",0.018995541469885958,"[49, 71, 66, 62, 54]","[92, 49, 69, 62, 54]",[],"[5.125999450683594e-05, 3.313771963119507, 0.00016021728515625]",TRUE,FALSE,FALSE
59,24,15,"[([15], 0.002514531515798633), ([26], 0.0030366234990612546), ([94], 0.0021084067156419686), ([78], 0.0035852444362103487), ([65], 0.001230954122964078), ([75], 0.0025475732352850024), ([61], 0.0004875246533057132), ([28], 0.0035360542325601407), ([20], 0.0025719704138349986), ([41], 0.0013880424945029136), ([45], 0.004809818905666178), ([2], 0.001957256347184519), ([85], 0.0008489877947355307), ([10, 20], 0.004331460126124151), ([4, 75], 0.004543044267143787), ([21, 26], 0.004152249099537374), ([76, 45], 0.007160272337801963), ([23, 85], 0.0035419914556005408), ([89, 94], 0.00645456855167193), ([43, 65], 0.005577111639187681), ([82, 28], 0.005589865470881391), ([34, 15], 0.006219547736866313), ([95, 41], 0.0020325365539515246), ([92, 2], 0.0027929626679654537)]",0.044574113040088424,"[45, 78, 28, 89, 94, 26, 34, 15, 43, 65, 20, 4, 75, 2, 23, 85]","[26, 78, 28, 20, 2, 4, 75, 76, 45, 89, 94, 43, 65, 34, 15]",[],"[0.00028705596923828125, 3.0328264236450195, 0.0001823902130126953]",FALSE,FALSE,FALSE
59,22,16,"[([20], 0.0013287030408061702), ([87], 0.0031579949833354637), ([74], 0.004826670226872778), ([47], 0.002547773610071274), ([4], 0.0023676885474252225), ([27], 0.003364943894923402), ([61], 0.002262641163706393), ([34], 0.0012549272564046654), ([45], 0.003013046620405312), ([72, 87], 0.0052808472260200846), ([62, 72, 87], 0.006528402401258376), ([56, 62, 72, 87], 0.010901768047967303), ([71, 56, 62, 72, 87], 0.014376808363325774), ([77, 71, 56, 62, 72, 87], 0.01879979218635248)]",0.023999947251707024,"[74, 27, 77, 71, 56, 62, 72, 87]","[74, 47, 4, 27, 56, 62, 72, 87]",[],"[0.00014662742614746094, 0.003564596176147461, 7.176399230957031e-05]",TRUE,FALSE,FALSE
59,24,17,"[([9], 0.004164905034922982), ([26], 0.0007795065518918892), ([97], 0.0010045636998873507), ([98], 0.0001363381507391637), ([15], 0.0016739205709401417), ([2], 0.0010752179577339944), ([52, 98], 0.0007940661022403968), ([48, 9], 0.0060687423598861645), ([62, 97], 0.004184196634033657), ([71, 2], 0.0032399419525009476), ([21, 26], 0.0015006722164952148), ([43, 15], 0.0018520662029013323), ([29, 48, 9], 0.007691494156309927), ([75, 43, 15], 0.004921312463229512), ([82, 52, 98], 0.003846386966262021), ([64, 62, 97], 0.00682821329052838), ([19, 21, 26], 0.0034438919641171712), ([87, 71, 2], 0.006387007372862683), ([16, 82, 52, 98], 0.004965350395280604), ([81, 75, 43, 15], 0.00832848330195414), ([99, 19, 21, 26], 0.0037924982241752153), ([33, 87, 71, 2], 0.007055755157804675), ([34, 64, 62, 97], 0.01001109779049111)]",0.039461448597386636,"[48, 9, 34, 64, 62, 97, 81, 75, 43, 15, 87, 71, 2, 16, 82, 52, 98, 99, 19, 21, 26]","[29, 48, 9, 82, 52, 98, 19, 21, 26, 87, 71, 2, 81, 75, 43, 15, 34, 64, 62, 97]",[],"[0.0005931854248046875, 0.03363752365112305, 0.00016069412231445312]",FALSE,FALSE,FALSE
59,20,18,"[([30], 0.00474961932291002), ([36], 0.0028777998605246297), ([48, 30], 0.00950957425657718), ([87, 36], 0.006597433138229448), ([99, 48, 30], 0.010078363669751594), ([28, 87, 36], 0.007160433699358493), ([49, 99, 48, 30], 0.01140698438110089), ([2, 28, 87, 36], 0.011147595114653203)]",0.033124378226048606,[],[],[],"[0.0001087188720703125, 3.743171691894531e-05, 3.409385681152344e-05]",TRUE,TRUE,TRUE
59,25,19,"[([99], 0.0029278102972579746), ([53], 0.0011384096786481808), ([35], 0.0041666862871005675), ([64], 0.0002243562240844621), ([84], 0.0035607130725244384), ([86], 0.0027857430188237314), ([36], 0.002222597307681323), ([12], 0.0036895220989460148), ([73], 0.0021745165039474147), ([40], 0.0001937997793404445), ([58], 0.000543818519374602), ([43], 0.004392043878013765), ([2], 0.0009641151818898603), ([41], 0.002670406341370826), ([1], 0.0015712706505626951), ([32], 0.001708969496626867), ([34], 0.004296813168188209), ([30], 0.003296598582645602), ([7], 0.0009262980090122358), ([9, 43], 0.006141131835007542), ([76, 86], 0.003763188056662959), ([14, 35], 0.0089238102999745), ([27, 41], 0.007606056059547239), ([23, 34], 0.006983553366452991), ([3, 53], 0.0053164276111459215)]",0.016928778131893914,"[43, 14, 35, 34]","[12, 43, 14, 35]",[],"[3.647804260253906e-05, 22.359463214874268, 0.00023484230041503906]",TRUE,FALSE,FALSE
59,24,20,"[([34], 0.003181502605739276), ([26], 0.0010983776368911802), ([32], 0.0028664748991748274), ([73], 3.9736458071008e-05), ([8, 73], 0.0027356559042271077), ([5, 32], 0.0034997470169183783), ([69, 34], 0.00725718959514903), ([77, 5, 32], 0.007221940241541076), ([30, 8, 73], 0.002825200576275952), ([19, 69, 34], 0.009742194846877019), ([12, 30, 8, 73], 0.006876528022369169), ([86, 19, 69, 34], 0.011358690676275839), ([92, 77, 5, 32], 0.008877245629229851), ([51, 12, 30, 8, 73], 0.008472662392229912), ([6, 92, 77, 5, 32], 0.012511434844150286), ([85, 86, 19, 69, 34], 0.015989916117434378), ([91, 51, 12, 30, 8, 73], 0.010488967749113122), ([4, 6, 92, 77, 5, 32], 0.012671819286277313), ([84, 85, 86, 19, 69, 34], 0.01723324007389763)]",0.06887222685965814,[],[],[],"[0.0008363723754882812, 0.0021686553955078125, 0.00010085105895996094]",TRUE,TRUE,TRUE
59,22,21,"[([96], 0.004261165673223107), ([91], 0.0005783354563573134), ([57], 0.0012291981622264297), ([37], 0.002102807088333458), ([56], 0.003930341519661961), ([64], 0.0028274004972044064), ([69], 0.004680644234767535), ([88], 0.004601808273674863), ([29], 0.004436603940092625), ([28], 0.0036331317190394638), ([36, 88], 0.008859634891788974), ([20, 96], 0.00505013665220519), ([50, 64], 0.006805696223465527), ([49, 91], 0.0006726737218113304), ([5, 56], 0.005226865415404734), ([62, 69], 0.006556160827648336), ([9, 49, 91], 0.0015284802607673418), ([33, 62, 69], 0.010840098282505303), ([71, 20, 96], 0.008580785768284669), ([82, 50, 64], 0.010097406992372427), ([44, 5, 56], 0.00693849380356373), ([55, 36, 88], 0.013059957706895456)]",0.056719914822157304,[],"[57, 29, 28, 5, 56, 33, 62, 69, 71, 20, 96, 82, 50, 64, 55, 36, 88]",[],"[0.0003883838653564453, 0.2200000286102295, 0.00018978118896484375]",FALSE,TRUE,FALSE
59,20,22,"[([36], 0.0007846429759776225), ([31], 0.004385967549068836), ([69], 0.0020800188222259907), ([37], 4.1256151623818e-05), ([81], 0.0010906579387972453), ([95], 0.003473963291130783), ([44], 0.004915978560375374), ([29], 0.003775912959073774), ([11], 0.004681531803305533), ([83], 0.004210293073150014), ([9, 36], 0.0010070894869258302), ([45, 44], 0.0065768322436886555), ([6, 11], 0.007399952994242954), ([16, 95], 0.00710864122055074), ([66, 83], 0.005633936341165187), ([65, 69], 0.003938646456987497), ([5, 31], 0.006476469408027279), ([74, 37], 0.002059628921369222), ([33, 5, 31], 0.011005271965586164), ([72, 6, 11], 0.00878116903005314)]",0.008202752618093879,"[44, 11]","[95, 44]",[],"[3.314018249511719e-05, 0.145949125289917, 0.00015926361083984375]",TRUE,FALSE,FALSE
59,21,23,"[([92], 0.004519197086337009), ([93], 0.0021077204649123217), ([62], 0.0016516365024459322), ([33], 0.0015811401701801258), ([25], 0.0037861981587641712), ([36], 0.0021691013985536602), ([39], 0.0014093940133783668), ([26], 1.6252927267607e-06), ([47], 0.0003465157571640787), ([43], 0.002575061862577107), ([74], 0.0001643463296720932), ([61], 0.0034418459278413318), ([57], 0.0010927972472964576), ([65], 0.0002032934517178264), ([54], 0.0010727143557671965), ([19], 0.0016501892346972825), ([49], 0.0009452079900760752), ([66, 26], 0.0025625601531404957), ([76, 62], 0.005300899857084133), ([71, 65], 0.0031462570374444394), ([97, 71, 65], 0.008128538529655185)]",0.012123339036054443,"[92, 97, 71, 65]","[92, 25, 36, 19]",[],"[5.6743621826171875e-05, 1.364598274230957, 0.00016379356384277344]",TRUE,FALSE,FALSE
59,24,24,"[([30], 5.5608311562638e-06), ([56], 0.003095424730720842), ([61], 0.0039544379199986605), ([26], 0.002331710939202381), ([39], 0.0003618356366013515), ([13], 0.0008607610897959195), ([19], 0.0029998971952776505), ([35, 26], 0.006636602657937862), ([49, 19], 0.0043919913865479105), ([59, 13], 0.005290715642773738), ([68, 30], 0.0022831256522797758), ([67, 56], 0.004862553887299468), ([58, 61], 0.006166426588525899), ([50, 39], 0.0008784321639914934), ([62, 68, 30], 0.007233362451091291), ([87, 67, 56], 0.007935465020235965), ([96, 59, 13], 0.007431393300188254), ([52, 49, 19], 0.008157295403460921), ([54, 58, 61], 0.009793574895960423), ([29, 50, 39], 0.0041502458884880395), ([89, 35, 26], 0.008774114813055636), ([100, 96, 59, 13], 0.010035385797504891), ([70, 89, 35, 26], 0.01347862093175502), ([24, 54, 58, 61], 0.011315816420620229)]",0.08259603622859024,[],[],[],"[0.0007658004760742188, 0.20333647727966309, 0.0001766681671142578]",TRUE,TRUE,TRUE
59,24,25,"[([10], 0.0034674396599083243), ([46], 0.0013099016785762686), ([65], 0.004515687995183592), ([30], 0.004011369490913219), ([6], 0.0018762639807606092), ([35], 0.004281523504960057), ([71], 0.0039747086814670915), ([87], 0.0021157941434940108), ([31], 0.0019368378266411618), ([54], 0.0006209186453981153), ([93], 0.003465746260680292), ([11], 0.0012674581590091311), ([69], 0.004124793551605193), ([91], 0.000287360579438341), ([5], 0.0026344104673088017), ([38], 0.0005415900824270453), ([45], 0.003349107447052528), ([100], 0.000228836400487894), ([4], 0.0004031332323299286), ([36], 0.001717534969400571), ([52, 31], 0.0031726717737976693), ([8, 10], 0.0045942223769067075), ([94, 11], 0.0017430406097475137), ([44, 52, 31], 0.003422395346159855)]",0.024110420214115275,"[65, 35, 69, 30, 71, 10]","[65, 30, 35, 71, 69, 45]",[],"[7.152557373046875e-05, 17.25553798675537, 0.00018286705017089844]",TRUE,FALSE,FALSE
59,24,26,"[([79], 0.001260649518691232), ([94], 0.003087046507732564), ([73], 0.0021761127947475564), ([4], 0.003983092558601148), ([1], 0.00412545637808102), ([17], 0.0016606787566833176), ([6], 0.003454837209409545), ([69], 0.0009239262735798443), ([56], 0.0028570982117354193), ([72], 0.001159263855015092), ([53], 0.002686623767894021), ([31], 0.0008678674056977203), ([60], 7.93173270883668e-05), ([49], 0.0013406944823511969), ([48, 94], 0.0038527904307354677), ([97, 79], 0.0034890567432779894), ([62, 60], 0.0026088166978752965), ([18, 4], 0.007412110239065439), ([35, 31], 0.0027584085425965137), ([70, 69], 0.002321253990986155), ([11, 53], 0.007644170670886724), ([15, 11, 53], 0.011415079133405967), ([59, 18, 4], 0.011477816860233612), ([32, 48, 94], 0.004230413812876251)]",0.0285851596759056,"[1, 11, 53, 59, 18, 4, 6, 94]","[1, 17, 15, 11, 53, 59, 18, 4]",[],"[0.0001304149627685547, 3.0281693935394287, 0.00017786026000976562]",TRUE,FALSE,FALSE
59,22,27,"[([2], 0.0011620513186312365), ([14], 0.0027033134292623667), ([17], 0.00326516611537552), ([62], 0.0017160597855296266), ([87], 0.001301353897139771), ([33], 0.001847934705040823), ([70], 0.004610702842118276), ([80], 0.0022921908984642426), ([74, 70], 0.007662519982742177), ([69, 14], 0.006428775976210761), ([27, 2], 0.004204355233305365), ([13, 62], 0.0036876568489926705), ([8, 80], 0.0025073839515015713), ([31, 27, 2], 0.00842015691413221), ([76, 31, 27, 2], 0.009815263641979644), ([93, 76, 31, 27, 2], 0.011033669572306629), ([24, 93, 76, 31, 27, 2], 0.015916054356375695)]",0.025143422395762696,"[70, 17, 69, 14, 93, 76, 31, 27, 2]","[17, 74, 70, 69, 14, 31, 27, 2]",[],"[0.0001747608184814453, 0.010149955749511719, 9.5367431640625e-05]",FALSE,FALSE,FALSE
59,20,28,"[([38], 0.0004724128592241256), ([71], 0.0049719771179493055), ([56], 0.0017383722389754702), ([45], 0.0009007479421177617), ([63], 0.001207633934004897), ([54], 0.0031257077825847146), ([65], 0.0007805327715971411), ([91], 0.0021786699737076217), ([26], 0.0022742518063426625), ([28], 0.0029048784861921383), ([46], 0.0015919996962416756), ([75], 0.003160357560505265), ([25], 0.0006672926139384911), ([90], 0.0012383876805211348), ([59], 0.0013306244954580776), ([100], 0.002377634641913881), ([48, 75], 0.005094017867362024), ([53, 91], 0.0062093090109456624), ([87, 65], 0.003608815801959664), ([99, 56], 0.005080820894019376)]",0.015245533054676632,"[71, 75, 54, 53, 91]","[71, 56, 54, 26, 75]",[],"[6.198883056640625e-05, 1.569385051727295, 0.00016045570373535156]",TRUE,FALSE,FALSE
59,23,29,"[([86], 0.0018612474866950336), ([39], 0.003614715181601605), ([59], 0.0024628929566106418), ([92], 0.0030463664830492603), ([25], 0.0001842580429719643), ([78], 0.0006917538053905342), ([5], 0.004254746023906371), ([61], 0.0047086957760751145), ([13], 0.0002331581017681334), ([16], 0.0007417606330719451), ([10], 0.002200362424895039), ([3], 0.0006458522547692064), ([32], 0.0012507630014714983), ([9], 0.0030277434225863377), ([35], 0.0017111005761537813), ([36], 0.0005391945916785213), ([31], 0.004094972823332126), ([66], 7.27400630081082e-05), ([87, 78], 0.0044462864202080826), ([46, 9], 0.003629483550557767), ([80, 10], 0.004242714563963296), ([40, 32], 0.005545076882498563), ([47, 59], 0.0030705726246315445)]",0.022752121101989087,"[61, 5, 31, 39, 92, 9, 59]","[39, 92, 5, 10, 31, 40, 32]",[],"[8.106231689453125e-05, 7.951732158660889, 0.00017142295837402344]",TRUE,FALSE,FALSE
59,22,30,"[([83], 0.0001936784551626036), ([84], 0.004734637168776721), ([10], 0.000526930044315937), ([6], 0.0035162008827335414), ([96], 0.001365800518225489), ([12], 0.0038508705329800886), ([28], 0.0038197296904912727), ([25], 0.003321048459241953), ([32], 4.6363092239225e-05), ([66], 0.0008067692944898253), ([56], 0.0027738959498313266), ([33], 0.002640636922778328), ([30, 83], 0.001011277733140693), ([4, 28], 0.006039000080938758), ([20, 56], 0.005303980976408981), ([1, 32], 0.0015738410513742435), ([60, 6], 0.004590809033701263), ([94, 25], 0.007875591675838907), ([93, 33], 0.006577399949498387), ([80, 30, 83], 0.0052631443643647085), ([92, 1, 32], 0.004759909210887121), ([50, 20, 56], 0.010189398950059162)]",0.033245226052978395,"[84, 12, 94, 25, 28, 6, 50, 20, 56]","[84, 6, 12, 28, 94, 25, 50, 20, 56]",[],"[0.000118255615234375, 0.5130500793457031, 0.00017070770263671875]",TRUE,FALSE,FALSE
59,20,31,"[([55], 0.002783293707498097), ([99], 0.0035618380764908144), ([85], 0.004475425041792909), ([52], 0.003095716251440492), ([75], 0.002240999497095456), ([25], 0.0016835040395881673), ([15], 0.003184608735204557), ([64], 0.0013657253722995516), ([74], 0.0008643532930172071), ([98], 0.004960068024511702), ([82], 0.0046414415439235), ([86], 0.001341862215507111), ([89], 0.0032606863779801), ([67], 0.0048361438229690395), ([96], 0.0024751078631786573), ([94], 0.0003397293718139694), ([83], 0.0026449571177009036), ([49], 0.00439192424179091), ([28, 67], 0.006087065859533699), ([30, 98], 0.009543297598813349)]",0.002051071353811533,[98],[75],[82],"[1.6450881958007812e-05, 2.353802442550659, 0.0001480579376220703]",TRUE,TRUE,TRUE
59,23,32,"[([100], 0.0010341035159748852), ([67], 0.0007073550215717772), ([22], 0.0006808216265518164), ([49], 0.004644935336196163), ([75, 67], 0.0021680502094775186), ([8, 49], 0.006827828070187546), ([17, 22], 0.005567276817036415), ([47, 100], 0.004405751808614689)]",0.0007263134838416548,[49],[100],[17],"[1.1444091796875e-05, 0.00010013580322265625, 4.0531158447265625e-05]",TRUE,TRUE,TRUE
59,20,33,"[([46], 0.004812144252643007), ([33], 0.0038323185321799584), ([77], 0.0021542095456157126), ([29], 0.001089259649858318), ([96], 0.0010416449380275257), ([60], 0.0027307345659972402), ([80], 0.004845027550834706), ([75], 0.001443244494708671), ([15], 0.002942617852475059), ([18], 0.002837747793690458), ([25], 0.0012394720585096398), ([10], 0.002819086876785515), ([47], 0.0026839186830083022), ([17], 0.0007794419144865805), ([6], 0.0026463145352097228), ([53], 0.0015265179842948195), ([39, 60], 0.0027708675926355585), ([66, 25], 0.005227371331778464), ([71, 47], 0.005695027383062821), ([59, 15], 0.005430014418143022)]",0.001407951033160419,[80],[75],[80],"[1.0967254638671875e-05, 1.2743594646453857, 0.00016427040100097656]",TRUE,TRUE,TRUE
59,21,34,"[([78], 0.0012634844011632268), ([18], 0.0034695117155679202), ([80], 0.002420325395218783), ([90, 80], 0.003186502181117449), ([13, 18], 0.003976485779798219), ([10, 78], 0.0029124342405141912), ([79, 90, 80], 0.0034464931682743677), ([66, 10, 78], 0.004297595560139566), ([32, 13, 18], 0.004526541841090416), ([96, 32, 13, 18], 0.0056396812787278105), ([85, 66, 10, 78], 0.006836675031463583), ([99, 79, 90, 80], 0.007156631838585984), ([71, 99, 79, 90, 80], 0.011063697712448296), ([44, 85, 66, 10, 78], 0.009670625723368017), ([70, 96, 32, 13, 18], 0.008116866918214768), ([60, 71, 99, 79, 90, 80], 0.01180787888319966), ([87, 44, 85, 66, 10, 78], 0.011157797039975253), ([25, 87, 44, 85, 66, 10, 78], 0.012352283643627431), ([23, 60, 71, 99, 79, 90, 80], 0.01623941951055777)]",0.001971989591235863,[18],[80],[23],"[1.6450881958007812e-05, 0.0014994144439697266, 0.00010061264038085938]",TRUE,TRUE,TRUE
59,24,35,"[([100], 0.0038714456334630037), ([1], 0.0003858319081760958), ([61], 0.0038169595829870852), ([40], 0.004575914827708175), ([46], 0.003873714577115609), ([99], 0.0013765080305989774), ([9], 0.0012009615642259715), ([98], 0.0020711627447474786), ([49], 0.0028649325962707035), ([19], 0.004440940196484912), ([70], 0.0010366838526369576), ([47, 99], 0.004337549156050117), ([68, 46], 0.008778511273323618), ([95, 49], 0.00638891014722112), ([37, 61], 0.008603136651719238), ([71, 100], 0.006489618425076647), ([67, 9], 0.003961016381188006), ([31, 40], 0.005150946712784597), ([62, 98], 0.006755798346184817), ([25, 70], 0.005780767136588829), ([79, 1], 0.0011167132794988983), ([87, 19], 0.005877363492502913), ([34, 79, 1], 0.003470487577078462), ([21, 62, 98], 0.010696491796928078)]",0.06619980354847238,[],"[100, 40, 47, 99, 68, 46, 95, 49, 37, 61, 67, 9, 25, 70, 87, 19, 34, 79, 1, 21, 62, 98]",[],"[0.0005393028259277344, 1.7896437644958496, 0.0001742839813232422]",FALSE,TRUE,FALSE
59,23,36,"[([58], 0.0006564820598702981), ([61], 0.004853888038292809), ([98], 0.0031708828253737826), ([19], 0.0030101887042390343), ([7], 0.004303778293490416), ([11], 0.004266815185841602), ([10], 0.0006002073267878522), ([73], 0.0002424155507575004), ([68], 0.0024768479855109982), ([22], 0.001704791133220388), ([83], 0.003399388840196314), ([94], 0.0008056526110644336), ([46], 0.0029432946513423615), ([56], 0.004572722193487951), ([95], 0.004194233767526544), ([48], 0.0038616328612323465), ([67], 0.0025044455644670782), ([69], 0.002483291990024913), ([1, 10], 0.005274315632600206), ([45, 98], 0.007674719835884266), ([26, 45, 98], 0.010823213321601254), ([59, 26, 45, 98], 0.01296409250695313), ([60, 59, 26, 45, 98], 0.013107503100936328)]",0.02667655132202466,"[61, 56, 7, 59, 26, 45, 98]","[61, 7, 56, 1, 10, 45, 98]",[],"[9.465217590332031e-05, 5.244415283203125, 0.00017023086547851562]",TRUE,FALSE,FALSE
59,20,37,"[([79], 0.0017189862575104115), ([60], 0.004692294059088614), ([10], 0.0027446628292622653), ([28], 0.0004942646909301613), ([40], 0.0026465197131980644), ([43], 0.0001062809990665148), ([62], 0.004991946373048953), ([80], 0.0023692080963017134), ([63], 0.00493636753399794), ([94], 0.003998886853002049), ([38], 0.004704512354076869), ([99], 0.003478067679898759), ([55], 0.0033155892920022374), ([3], 0.0024169886054817074), ([70], 0.0016826899247804322), ([74], 0.0001734452156591188), ([64], 0.004587718955704384), ([90], 0.002184793529879575), ([59], 0.004717040459169424), ([39], 0.0011468372649982568)]",0.03594038634791878,"[62, 63, 59, 38, 60, 64, 94, 99]","[60, 62, 63, 94, 38, 55, 64, 59]",[],"[7.557868957519531e-05, 3.1925153732299805, 0.00014829635620117188]",TRUE,FALSE,FALSE
